date,review,rating,isEdited,userName,title
11-10-2017 16:01,"This app is excellent. Must install it guys full secure, when there are no option for transffer the amount that time also phone pay will on. Seriously thank you phone pay.",5,FALSE,Alzz1,Amazing app
31-10-2017 13:27,Everything is good better app experience. I have two broadbands connect and fastway netplus. I pay monthly bill of connect broadband through phone pay but net plus broadband is missing for that one I have to go to another site for bill payment please add this feature in next update.,3,FALSE,Karan0404,Add net plus broadband also
31-12-2017 12:38,Never seen my life this type of the app and also very nice very good and also very grateful for is given to yours please install your phone and PhonePe yeah that is a good and security payment and also I love this app.,5,FALSE,UR & SR,Awesome app and not think full officers
03-11-2017 11:05,Add credit card options too soo that any one can add amount from credit card too i am not able to add money in my wallet using credit card☹️,5,FALSE,vashu saini,Nice work done by developers
20-12-2017 02:18,One of the most application can not be start when i start phone Pay the start option i see and proceed can not go ahead from there so solve this fax to cover your users thank you☝🏻,4,FALSE,Pattuu,Bugs fix problem For IOS11
06-12-2017 16:10,"According to me i suggest to the users do not use this application and if you are uninstall  because from my personal experience my transactions are stuck many times and refund takes too much of time.
If you are thinking to do emergency transactions then it is not good as many times receivers are not receiving their fund transfer on time and it takes too much of time.",1,FALSE,Vaghasiya Maulik,Not used this applications
29-12-2017 13:59,"The amazing thing about this app is not only cashbacks but the excellent software design both UX and back end response time, everything is designed amazingly well. It’s blazing fast and far more appealing than TEZ or BHIM etc.",5,FALSE,Mantydeepak,Best UPI app
30-10-2017 20:20,"Contacts are not updated or shown correctly when mobile recharges are to be done. Apart from this little issue, the app is wonderful :)",5,FALSE,LokeshRajwani,Wonderful app
16-10-2017 15:56,"I transferred my money from wallet to bank account. But the status is still pending😡
I called customer call and they ha spit my call hold for more than 30 minutes 
Worst service",5,FALSE,Yashgowda,Worst app
29-09-2017 09:54,I am not a big fan PhonePe.. Started just to check transactions n I feel it’s really helpful and to the mark. Love the design and filters and to the small detail of the app features..,5,FALSE,Gopi Gorantala,Simple
16-10-2017 01:49,When you go through bank accounts its takes a lots of time . But here will it the service will be very quick .... !,5,FALSE,Vamsi Jalla,Its nice to use this app
20-12-2017 20:11,"A must have app for fast and easy online transactions. 
Just a request, if you can add the feature of online railway ticket booking through app, it would be great.",5,FALSE,Jay0sharma,Superfast. Supereasy. Supersmooth.
08-12-2017 18:05,I haven’t received any of my referral bonus after a first reference bonus. You haven’t done what you said for reference. Its completely fake.,5,FALSE,@n@nds,Not receiving referral bonus
11-10-2017 23:32,"One of the best app I found in app store to transfer money within few seconds. Also it provides great offers...
Let what’s new you guys bring in next update.. :-)",5,FALSE,HappyShubh,Truly Awesome
29-09-2017 04:39,"Dear team,

                 I have tried so many times to set my upi pin but I can’t i am getting otp from Bank after submitting upi pin it was saying time error . Please solve this problem",5,FALSE,Venkata Rohit,Can’t set my upi pin
15-12-2017 16:04,"I normally do not write reviews but this app made banking very easy.
When now I see bank branches and atm and cheque books it makes me think these will become  obsolete soon",5,FALSE,rahul.parekh,Best app
29-09-2017 14:06,"This app is great. It's clean.. Fast.. Intuitive.. And cashback are processed before the recharge is done from the operators! Beat that.

Have paid on flipkart and on store with phonepe, never faced any issue.",5,FALSE,AnirudhGargi,Super fast transaction! Keep it up
19-11-2017 10:51,I am very useful for sending money to anyone else or merchants or DTH or any kind of recharge. All are requesting to use this phonepe upi to pay money to anyone Thank you very much,5,FALSE,rajindkbk,Phonepe UPI is very easy to pay money to anybody
06-11-2017 09:01,"Not resolving any issues, worst customer support. Lost my money 4 days ago and still they have not refunded my money. Lost some more money today.. go for tez and bheem..",5,FALSE,Naveen_17,Worst app
01-10-2017 17:11,I have never seen this type of brilliant application who understands the customer's desire. Too much fast and very easy user interface,5,FALSE,Vikkyrocks@@@@,Very very nice app
20-10-2017 05:23,Airtel network is not available for the application so please update the network,5,FALSE,anaz babu,Mobile recharging problem
01-11-2017 00:11,I have send money but it will not process and my amount has been debited from my bank and still it shows pending what can i do help me,4,FALSE,saquib seth,Payment issues
11-10-2017 04:51,"It’s superbly excellent app!

I don’t know how have you made this product, but its the payment app which specifically does everything about paying & receiving money 😂

Its one of the few apps where i searched for app just to give the review 

I hope you would bring so many new features which have never imagined to be present!

I forgot my Netbanking just for PhonePe",5,FALSE,Darshan Malu,Fantastic Payment App
07-11-2017 12:41,This app is really very fast and payments happens very quickly. Also cash back is credited immediately.,5,FALSE,Srathinam,Great app for all bill payment
13-10-2017 03:08,Nobody is providing me solution. Customer care is always respond busy. My transaction of 399 is pending from two days. Phone Pe is wrost application ever.,5,FALSE,Maanu Sharma,Transaction if pending from 2 days
01-11-2017 15:56,Worst app that I ever seen this fraud and the PHONEPE doesn't listen the customer voice what they are speaking and PHONEPE customercare doesn't have manners and talking reckless way If recharge was not done from PHONEPE it will be Sucessfully but recharge was not done till this time to my Number so  please don't recharge or pay anything else in This APP doesn't give response for your issue or problem,1,FALSE,Srikanth Choudary Muvva,Worst experience with Recharge Issue
08-12-2017 02:21,I really enjoy your App. It’s easy to use and have attractive offers. Please Add HESCOM in electric bill payments section as me and many of my relatives and friends are from Belgaum district who are using this app. Regards Asif Shaikh.,5,FALSE,Asiflovesu,Awesome App Please ADD HESCOM
30-09-2017 03:36,The app is very fast especially for transfer within banks. However need much more merchants to cross threshold,5,FALSE,Kushaaal,Nice and fast with bank transfer
22-09-2017 18:29,"I have paid through credit card, when I will receive cash back",5,FALSE,9916875756,First exp
29-11-2017 10:45,Love this App as it is a really user friendly one to deal with bank account and money utilities. Do not have banks mobile app as it is ok to replace them.,5,FALSE,Abbilash,Good and Hangs
05-12-2017 13:25,"Something i wants to say you have to improve transaction service because it is very low 
So many times it failed every transaction took long time after that it was a failed you can check my history how many times it failed",2,FALSE,Anas ongallur,Nice app
12-11-2017 07:21,Ine of the best app in upi section.....always offers exciting deals and cashback😍😍.....loving it....I don’t even look after the official banking apps since I’ve started using phonepe,5,FALSE,Prafya,Best app in upi section
11-11-2017 22:56,"This the app thats supporting the ‘Digital India’ plan at its best.
Easy to use and quick as it go. 
Hassle free, easy to understand.
Jst love using the app.",5,FALSE,BITTU SHARMA 0812,Best app for banking and other online transactions
17-10-2017 19:46,"Everything is good. but, No option to load cash through credit card.",5,FALSE,Shiva Gattu,Nice app But...
01-12-2017 05:00,Simple user interface and much faster app to pay utility bills or to make upi transactions.,5,FALSE,Cbkumar,Use Phonepe for quick pay
11-11-2017 19:07,"It will take 7-9 days it’s really bad because the technology is so highly and you can’t even refund in 2-3 days, now the technology is so high please adapt that for costumer satisfaction..",4,FALSE,akhil joy,Money refunding system
23-11-2017 12:49,There should be option to load money from credit or debit card and net banking which is missing..Its very basic for any app,3,FALSE,Raj2707,No credit card cash load option
08-12-2017 14:25,This is the first time I’m writing a review for an app. Any app. I don’t usually give reviews for anything. Be it products or apps. But this app is the best. The best I have ever come across. :),5,FALSE,Alname,Best
24-10-2017 09:50,"There are a lot of offers especially for the first time users . 
Transactions are made a lot easier with this app.",5,FALSE,Sidharth gajam,PhonePe app is very good.
03-10-2017 15:25,"This app works so cool!!!...lots of features, I feel like the whole banking system is made simple. An app everyone must have!!!",5,FALSE,NITTIN YB,It’s fantastic
21-09-2017 07:25,Its awesome app but no offers for citi bank customers please bring soon something for them too .,5,FALSE,manu panwar,Feedback
04-12-2017 10:03,"Thank you so much for making it so easy for everyone n for me too , I would further see more shortcuts in this app for transactions !",5,FALSE,p94chouhan,TOO GOOD FOR QUICK TRANSACTIONS
29-09-2017 14:10,"Great app. 
Hope to see NFC payment feature addressed soon.

You do not have prominent billers like Airtel. How can you miss it",5,FALSE,habhima,Good App... Get Airtel soon
31-10-2017 00:40,"Very easy, accurate and reliable. I liked it and my first preference to transferring money or pay bills.",5,FALSE,Ketan Modi,Fast
28-10-2017 07:17,Transaction is so fast and very convenient,5,FALSE,MV RAMANA,Bill payment so fast without any hassle
26-10-2017 03:47,Refer and earn is not working for me. Have invited 2 people and UPI transactions done successfully. They got their offer money in their wallet but I am not. It’s cheating.,5,FALSE,Hebin Jose C,Refer and earn cheats
26-10-2017 14:49,The app comes packed with many useful features yet the UI is not cluttered. The support is also quite effective. Give it a try.,5,FALSE,Mike D santa,Neat. Simple. Effective.
01-12-2017 22:45,This is really disguting there my money is stuck and i am not able to withdraw to my acc pls help this really disgusting... it shows the acc is suspicsious... pls help me,4,FALSE,Stanly Daniel,I am not able to withdraw momey from phone pe wallet to my bank acc
23-10-2017 10:40,"Everything in this app is very good as well as helpful but one big con which I found is that one cannot recharge Airtel through PhonePe..Airtel is one of the biggest network provider across India, atlist this app should tie up with them too.",3,FALSE,smruti.ranjan94,Good app bt doesn’t does Airtel recharge
29-09-2017 04:50,How much money can we transfer from bank to bank account in one transaction ? And how much time does it take to receive money in account ?,3,FALSE,Akshu811,Money transfer from bank to bank
16-11-2018 22:13,"Dear Team,
I usually do not write reviews for Apps, either I like them and keep them or I don’t like them and delete them, however as much as I like this app PhonePe, I have to point out that there is a huge flaw in the app, if I want to pay the electricity bill for my home, dth bill, several mobile no. in my house, gas connection, house tax etc. Its really non sensical and absolutely illogical that I keep entering the account no. everytime I want to pay for the same account. for eg. my house is going to have same meter or connection no. and i don’t want to remember the connection no. so the app must ask me and save this info under respective category.. so that next time when i come to the app and want to pay my electricity bill i dont have to fish for the bill and feed the elections account no. again and again.. everytime.. the app is good, but this is something really important if the app developers are really looking for making it a convenience to use the app and not a hassle.. 

also if all ppl are not comfortable with the app saving those details you can also ask them while making the payment if they’d like to save it or not if they choose yes the app will store this info for them..

i will rate it 3 stars for now, but if i get this feature, i will rate it 5.. mo response to the review will -1 star every week..

thanks n regards,
Mohammed Moiz",3,FALSE,Suggestions,usainfra
26-06-2018 07:51,"I used visa pay to pay my visa credit card bill. After payment i tried to look for the details of the card for which i paid the bill. But didn’t find any way to find them. Only got the credit card no in 1234-xxxx-xxxx-1234 format and could find that the no. Was correct only after 3 days when the payment got credit in my card statement. Please add a feature to allow us to check the full no. Of credit card which we paid through phone pay
2. Every time i pay my credit card bill, i need to enter credit card details again and again. Please give us a way to save visa card details for faster and secure payments through visa pay option",5,FALSE,No card details in VISA PAY,Aditya Saran
22-05-2018 14:04,"I have done the payment for my ISP through this app. The money got deducted from my credit card but my ISP didn’t receive the money. When I raised the issue the customer care told me the problem is on biller side and they can’t do anything and I have to wait for 24 hours. When i called after 24 hours they told me there is still a problem on biller side and I have to wail for 2 more days. After 2 days they closed my ticket by saying refund has been done, but when i checked it with my bank there was no refund. So I raised the ticket again and now this time they telling me to wait for 10 days and see if the refund is made to my credit card. I mean literally you need this many days to refund the money? Which technology you guys are using?",4,FALSE,Worst refund policy,M@verick*11
25-12-2018 15:50,"I paid electricity bill on this application. When I paid my electricity for the very first time on this app via a debit card payment , i didn’t get cash back . I called customer service and they said you will only get it on your first attempt of processing payment. When i tried to make a payment , they gave an error and that’s how I lost my first attempt . I have had a sufficient money and everything into my bank account even if they gave me an error saying that “ sorry try again “ like that . They are making fool to their customers by not giving cash back . They are playing up by giving errors on your first attempt so that we ( customers) would disqualified for the cash back . Scam by phone pe ... this is very Disgusting and disappointing for those who download the app and make a payments via this kind of scam app . Very disappointed . Shame on you phone pe .",1,FALSE,Scam on electricity payment and other mode of payments,Nisarg1010
08-12-2018 04:58,"I like the app. However, I have issue with customer support staff. They don’t read the concern and give same response every time. If I am unable to create new ticket for my issue I have to use other (irrelevant) transaction ID to raise my concern. Instead of reading my my issue they just reply that the transaction was successful, no matter how many times i request them to read my message, but the reply is always same. PLEASE INCREASE YOUR CUSTOMER SERVICE LEVEL. Phonepe was good at beginning but only customer service level has switched your customer to other competitors. Even I am one of them.",5,FALSE,Worst Customer service,mohitk123
30-09-2018 09:20,"The main problem I am facing is the not syncing of all contacts and not fetching the existing PhonePe users.
Details:
Some of my contacts are not showing the PhonePe logo beside their name inspite of having PhonePe account. Also, some user’s PhonePe details is also not showing inspite of having PhonePe logo beside their name. I am getting invite and put Bank Details option for them. But whenever I am deleting their numbers from my device and then manually typing the number, the PhonePe details and “Send Money” option is also available then.
Very bad experience from the iOS app and also from the customer care executives. They just don’t know how to resolve my issue. I hope the developers can help me.",2,FALSE,Contacts don’t sync properly & PhonePe User details Fetching Issue,Ramkrishna Roy
04-07-2018 05:44,"I  booked ticket through phonpe n money deducted frm my account..due to some technical issues operator cancelled bus...whn i called customer care for refund..thn they say they we hv policy dat money refund after 24hrs...after 24hrs I checked my account, bt it didnt came...thn again i called customer care they told me to wait 2 more days...whenever i call they give me a date not solution...after that they send me email n I gave them screenshots of my transaction bt thn in rply they sent me mail that problem resolve...itz been 15 dayz bt nt getting my money back

Worst app i ever use for online booking",5,FALSE,Worst refund policy,sma4007
17-10-2018 02:28,I have done recharge for my bsnl number it would be recharged soon after the request but not like usual it took too long and as i needed it urgent i done the recharge using another source after that this recharge also processed in 4-5 hours i requested for refund as i have done with another source explaining my situation before it is processed but waste of money so please make the recharges faster or limit the time interval for recharge requests and refunds .thank you if u fullfill any of my requests this issue is faced by many of the customers,5,FALSE,Recharge taking longer than usual,sarathye3
01-11-2018 16:34,I love this app I earned lot money through cash back and referals but I unfortunately I deactivated my wallet I lost my wallet money of (374.5 rps)😢😔 and wallet deactivated i sincerely requested to developer please activate the wallet option reactivation I hope you should understand my problem please make the option of wallet reactivation as soon as possible  if you neglect you lost your valueble coustmers  if wallet option is not there then cash back will not get so we can’t use your app I hope u will understand my problem😔😅,5,FALSE,Best app but wallet reactivate option should be provided,LOVELY ANIL😘
29-04-2018 07:35,"Please read this before download.
I have downloaded this app some days back and added money on wallet. That time they did not mention as there kyc is not working and there some services are not working like not send money from walllet to my bank account. Cant pay the credit card bill using wallet. They are just making us fool now they said to close the phonepay wallet they return money in next 10 days. So if you want to quick transfer money your wallet to account choose other app",5,FALSE,About phone pay,Amit Jnagal
04-04-2018 08:53,This App is manipulating customers. I can’t believe still people are using this App. I have complained an issue that is discomforting and I believe it’s fraud. I have reported to the support team to which the support team has given some ridiculous and stupid reply. They seem to be the most illiterate people in the world. Please bring them some sense and request them to use little bit of brain which can help customers to serve better. I have also personally sent my complaint to your CEO. Who is least bothered to reply back. What a ridiculous organisation is yours. Hope this message will reach where it needs to and make your App serve better to others. Because I’m never gonna use your App again. After writing this review I will uninstall. Thanks.,1,FALSE,Fraud App,Navi@09031987
19-04-2018 17:34,"Earlier I downloaded lots of apps to transfer money in to someone’s account,but after I downloaded this app, i just deleted the others app..
This app synchronised  all your  bank details in which you have given your registered mobile number.
Very safe app and easy to use and sends money instantly and adding someone’s account is also very simple.i suggest everyone to use this app to make your life easier 🙂
Thank you phonepe app developers for making such a beautiful app.",5,FALSE,Best app in the app store,Choudhary Imran
09-07-2018 03:34,"Waste app ...... phone pay team make changes to ur functionality...because i added some  money and and now i am not able to do any transactions untill i add my bank account with your app. The problem is that i dont have account associated with my iphone in whuch app is installed i have bank account associated with another phone .... it is weird that there is no way to add bank account in app from any other mobile number....

Now i have some money in my phone pay wallet and not able to do any thing with that miney",4,FALSE,Phone pay team please read this 😡😡,mjkashyao
13-09-2018 11:15,"I did a transaction which was failed, the money was deducted from my account I have contacted their customer care several of times no one helped me! If I asked them to help they said go to your bank and when I visited my brach they said contact phonepe’s customer service we cannot help you in this case! I didn’t received my refund yet! What i received was harassment from them! My only fault was that I did transaction with “phonepe”!! worst service I would not recommend anyone to use this app 😡",5,FALSE,Worst service,amribeau
30-04-2018 14:50,I am using this bloody app..some of days I have Added 5000 rs but that time my limit is cross so all my 5000 rs stuck in this app and no one can help me also the customer support is very bad and unprofessional and I have spoke some team lead in this support he is also stupid guy. They said after one month later limit is revive then u can transfer the money to us bank account. What the hell man when I adding money no any pop up can receive so how can I know limit is over also I requested to reverse my money throw using the bank account they also denied in this time. This is very bad app so don’t go for it...I suggest paytm is good for all condition any time any where.👎🏻,1,FALSE,Fraud company third class service,12051710
13-09-2018 08:14,"How was your experience with PhonePe Support?Extremely dissatisfied 
How well did we understand your problem? Extremely dissatisfied How well did we resolve your problem? Extremely dissatisfied Was your problem resolved within the promised time? Extremely dissatisfied 
Comments
I have asked your customer support executive to raise a ticket with technical team to resolve my problem, but I did not see/get any ticket submitted. I feel your customer support extremely disappointing and I didn’t get any solution to my problem. I feel if you can review your customer support recordings at least randomly it is going to improve your customer support.",1,FALSE,Customer support Extremely dissatisfied,medibuddyuser
09-08-2018 12:05,"Worst experience.. very bad app.. bad customer care service.. My phonepe wallet has been closed or deactivated by mistake and customer care representative says I’ll not be able to reactivate my wallet again.. then what is the use of using this app without wallet (cannot use for any cash back offers) 
Another Worst part is I lost my current wallet amount due to this which I’m not able to retrieve. 
Planning to uninstall app as of no use.",5,FALSE,Closed PhonePe wallet by mistake,shr********
01-08-2018 13:02,"Hello i have done one transaction on 27 july 2018 in apollo pharmacy and as per phonepe offer i will get 100 rs flat cashback on minimum 150 rs transaction but still waiting for cashback.

After few days phonepe agent said now you are not eligible for cashback because of some security reason. Cant understand what is this security reasons. If they dont want to credited then its fine but what is this security reasons in my transactions",5,FALSE,Cashback not credited and not satisfied with answer given by phonepe agent,Vimal Unadkat
28-04-2018 07:25,"I thought that PhonePe would be one  of the best app when compared to its competitors but the company is completely not aware of risk management. Here I am speaking about e KYC. Since this feature is unavailable currently, you must seek for an alternative for customer needs I have discussed this issue with support team as well but the reply from them was to wait till the ekyc comes online. By employing this kind of system, the company will never be the best.",5,FALSE,No alternatives,veer077
01-07-2018 17:24,"The app is fraud... I have done a recharge from phone pe app and recharge was not done.. After asking from there care desk.. they say we are connecting you operator and will be done after 24 hrs.. I wait for one day but recharge not done.. When i said them to refund my money.. They said sorry we cannot refund you money.. 
Totally fraud...
Please dont download.. As they have fraud support for transaction which are in process...
This reviews i am writing after wating for 5 days... After 5 days there is recharge and no refund... they theft my money...
Totally fraud... don’t download.",3,FALSE,Dont download,Dsardana50
02-04-2018 11:44,They are making people fool my taking there money and playing with it. I wanted to transfer money in my credit card and they deducted the money my 5000 rupees and just showed me the message that the transection  in failed and they told me that they will refund it within 7 days and when i called them they were giving me excuses i dont know wether they will refund my money or not they are completely fraud and fake.,5,FALSE,Worst app,itsmegha
20-06-2018 08:15,"Terms and conditions are too complicated that you will get nothing but loss
I did first recharge for Jio mobile with 90 rs cash back on 398 which is an expensive recharge comparatively and got zero rs in cash back. Customer care was like you have to do partial payments via upi and wallet. I mean WHAT who could even think about it. And guess what now I can’t even go for it again as it is only one time offer. Hell yeah",5,FALSE,It’s a trap don’t go for it,gur00000
09-09-2018 17:45,"Well i used to see the advertisement a lot. But the app isn’t as good as i thought it would be. Firstly you don’t get any cashbacks, cant book movie unlike paytm. Even marts like big bazar or spencer dont give much discount on paying through it. NOW THE MOST IMPORTANT PART I tried to pay on various platforms like free prints using phonepe wallet. They have wallet options from paytm, oxygen, jio wallet etc but no option to pay from phone pe.",5,FALSE,The app is a clickbait,kewlsier
05-08-2018 19:19,This application is nice but there should a process to activate you phonepe wallet which is by mistakenly got closed by your given option to close it I don’t understand why you have given that option on the page where we do the transactions this was like u forcing us to close phonepe wallet by giving such options opens on the page. I have logged out from phonepe and the application as been uninstall did this after having words with there chat support team and there answer was once the wallet has been closed You cannot retrieve it back.,2,FALSE,Wallet Deactivated,Vaibhav Vsk
30-12-2018 17:06,Using app since long... make my all necessary day to day payments and recharges through phone pe only... despite repeated use and loyal customer i have never neen benefitted from any gift vouchers or scratch cards... everytime it shows “ better luck next time”... so i think these gift cards are total fraud just to make us use more... thinking of changing to another wallet app...,5,FALSE,Cashback gift vouchers are total fraud,Dr Monil Shah
26-06-2018 22:05,Dont use this app as they do fraud. i was using this app from last 6 months. But then i changed my phone so i installed this app again and inserted my user id and password but it is failing amount which i am transferring from this app. i asked contact support but they are so dumb. just contacting with me with auto generated message. i am not getting any response from their end. dont use it takes ua money nd give after 5 days.,4,FALSE,Useless app with no good service.,Farhanmaple75@gmail.com
22-09-2018 10:15,"Even after showing a notification to receive a cashback, they dont provide the cashback with the reply that as i closed my wallet on 12th september i would not get cashback for transactions on 19th september.
Why did u show the notification for cashback then ? If you are not going to provide the cashback
Secondly, there is no re-activation of wallet option available.",5,FALSE,Faulty offers and poor consumer support,marshall050196
11-06-2018 22:38,My transaction was failed but they deducted my money and not refunded me back when I raised a complaint they are just giving me dates it’s nearly a month but I don’t know when they will refund me back I have contacted the customer support multiple times but they are just giving dates and dates I just wanna to say all of u guys don’t do any transaction or recharge from this company..,4,FALSE,Extremely disappointed with this company the policy is worst,_itz_Ankit
08-11-2018 05:37,I was very happy using it from last 1 year and suddenly one day i open it to recharge for my dad’s mobile. And i show my account is been block for some security reason. I mailed them but they don’t tell me what’s the actual reason to block my account. And told me to wait for another 10 days to take some action. Lol worst app ever and now i start to using gpay,5,FALSE,Worst app ever,utsavb96
30-04-2018 11:50,"Best part of the app is we can link credit and debit cards directly for payment along with upi payments.
Still I feel in order to promote upi payments in all upi id to be shared when sending sms for payment with which other upi app can also be used. I agree there arises a conflict in such case for settlements between upi apps still hoping to have such open ease of use platform",5,FALSE,Great app,Ashutosh G
08-11-2018 12:04,"I'm using PhonePe since 1 year it's user friendly, also made simple all my bank transactions, I'm almost stopped using my bank net banking service instead of using this. I'm also getting cash back for recharges,bookings, referrals, etc almost 1000 received as cash back in this period. So I can suggest this app to everyone. 
Thankyou 
and 
thanks to PhonePe Team.",5,FALSE,Such a great app never seen...!,Monu mohan
13-10-2018 13:34,"App is very useful and user friendly.

Customer care support is very very irresponsible and liar. In previous month 28th September I have paid two times transactions of Rs. 544 at apolo as per merchant confirmed me to not received the first payment of 544 and he requested for another payment. From my side both transactions is process successfully and debited two times of payment for 544. 
Further I raised a ticket and call to customer care and they was tell me to refund it in three days. Further when I call to customers care they was intimate me to sir wait for next three days repeatedly up to that time.

So that I request to the phonePay, please give the proper support to the consumer of any issue happen.",5,FALSE,App review,Mithilesh Krishna
06-08-2018 14:14,"When i try to recharge any other’s mobile, i go to phone book option in app and can’t find some contacts. Those contacts are in my mobile’s phonebook, paytm is also showing those contacts through their phonebook access option.

Now what? I cant recharge those numbers :( and had to move to paytm.",5,FALSE,Contact search problem,Sunilkargwal
26-10-2018 18:54,Hi I am new on Phonepe my wallet deactivated by accidentally but now I’m not able to reactivated I really love this app and I want back my wallet please do something otherwise you lose your customer not only me many more people are facing same problem so please fix this major problem as soon as possible. Thanks Phonepe team. It’s 5 stars just because I’m happy to used this app,5,FALSE,Wallet Reactivated,Rahul pachori
06-12-2018 15:21,I tried many other money transfer app but i had issues in kyc or sometimes verifying my account was failed even after having everything proper so I just tried phone pay n it was damm easy also a good thing about the app is that it is so user friendly that even my mom n dad are useaing whitout any issue iam damm happy with this app,5,FALSE,Superb & easy to use,shantanusalunke
06-11-2018 13:53,"Dear phone pe pls remove the auto payment reminder in the home screen in iPhone.
It is very annoying to see that option especially in Tamil language where that reminder itself takes more than half of the screen space.
Otherwise all functions of the app is good.",5,FALSE,Need to remove auto payment reminder,prjaswant
17-08-2018 08:44,"Great app using since last one year. It’s been a great experience but now i am facing a little problem. My electricity bill from uppcl rural showing already paid while I never paid the bill. Also on uppcl portal it is show unpaid. I think it’s a bug. Please correct the problem otherwise a great app. 👍
Update- I think problem is solved now. Thanks",5,FALSE,Small bug,Ajayopsingh
