date,review,rating,isEdited,title,userName
14-10-2017 06:50,"Updating the review after 3months and there is no change in App
Response and my level of FRUSTRATION .In the peak moment when I try to use PayTM for making my bill payments I see that none of the icons on the App seem to respond . I need to kill the App and reload again to gain the response or go to passbook and pick the last paid item to make the payment ( as a work around ).
Hope payTM would invest time to resolve this . 
Thanks
Sharath",5,FALSE,App Response is Irritating,SharathDotC
20-11-2017 13:31,"Have been an avid user of this app, was almost completely satisfied when noticed that offlate the app has started such options so as to facilitate easy money transfers, however looks like the attempt is rather to check from offers getting clicked by a ch predefined check out options.

While others apps are attempting to help customers utilise and avail offers, PayTm is rather happily letting customers loose out on this front.

Team PayTM this little oks quite fishy... stay alert, soon you will start loosing out",3,FALSE,Ok but disappointing on part of promotional offers..,GFD1B
17-10-2017 10:48,"The only app you needed to use if your in India ,the country which you describe with the term "" unity in diversity "" . Kassh you released something for food and taxi 😜. And team PAYTM there is some issues with  your IRCTC account sign up , I tried to sign up IRCTC through your app but it has some glitches and I had to go to the official page . 

Anyways thanks PAYTM🇮🇳for your support in INDIA 🙌🏼👏🏻🤝.

Got to shop something for Diwali from you MALL 🎉🎊🎁",5,FALSE,Really fan of vijay shaker sharma sir and his team 🙌🏼,Neeraj Krishnan
11-12-2017 11:31,This app has taken off quite well but their customer support is very incompetent. I have had issues updating my mobile number and all I needed was some help from support team to do it for me. It’s been 2 weeks and I’m still explaining the problem to them. I have tried explaining the problem in at least 10 different ways and I’m finally going to stop using the app!,5,FALSE,Most Terrible Customer Support,nick_z_D_Name
24-12-2017 08:40,"Why the hell you wanna give us this wicked ugly non-sense new experience of paying money. We were happy with our dear old experience. 
A) Why will I want my friends to join me on PayTM. I have other applications to haunt me about my friends. 
B) Why you removed the clear all option from Notifications, we don’t read your notifications. We don’t need your notifications. Shut about it. 
C) Where is finger print scan for your so called security. 
D) Why the payment takes so much time even with India’s 4G network. 
E) Why you want to complicate the stuff when it was so easy to pay with the previous updates. We were happy with that. 

And we trying to go cashless; India is trying to move at a faster pace and y’all are just making the payment slower. JUST DON’T MAKE NO SENSE. 
PayTM gimme the old experience of payment back and you can keep your new experience with yourself. 
I don’t think your this new UI is even a slightly good.
Out of 5 Stars: HALF A STAR.",1,FALSE,Half Star was not possible.,TrappedInVishal
19-10-2017 02:31,Very user friendly app. Can pay utility bills instantly. However should improve on the payment history. Shows only transaction ID  and there is no way to know what the payment was for. Or is it something I missed? Also payments made through Paytm by other means like credit card does not show in history.,5,FALSE,User friendly. Need to improve payment history,Akannankeril
14-10-2017 08:45,"My account is not working from last one month and i have made around 5-6 complaints, but there is not response from paytm. This is disgusting, i mean this kind of service was not expected by paytm. I have written many mails regarding this issue but still my problem is unsolved. I am not able to login to my Paytm account from last one month.
Very poor service",5,FALSE,Very Poor Service,akkuahujaa
19-12-2017 03:48,I am not at all satisfied with this app. I am trying do a payment since a day.. but every time it comes failed failed. I have tried to do payment for 16-20 times for a particular product. But still my order wasn't placed. I have contacted customer support centre so many times but they're not able to resolve my issue. Very pathetic app.,5,FALSE,It's better to do offline payment then wasting time here,Divya bhasin
30-12-2017 12:46,"Dear paytm, you send a notification every hour or so. Mostly they are of no use, although sometimes they are. A notification in my notification bar is fine. But recently for every notification, a number appears on the app icon. Those irritate me in every app, and usually get rid of them instantly. Now in paytm, to remove that there are 3 steps: 1: open app, 2: open notification tab, 3: swipe notification to remove them and sometimes while removing they buffer or something (tale time).

THIS 3step process is way too long and those numbers on the app icon arr way irritating. Kindly do something about it.",1,FALSE,Paytm team help,Arun4591
20-09-2017 10:44,I had booked a flight by applying wildcraft code...it says that if you order a bag more than 1200 I will get 100% cash back...and for that I had booked a flight and it’s been almost 10 days no one is ready give proper answer and if only answer they clearly say that our team is working on it and if you keep on calling then they say...Sir now I’m sending it to urgent departments and they will clarify my query within 24-48hours but see it’s almost 11 days I didn’t get clarification ..I’m really fed up and it is untrustworthy app regarding promo codes...guys be careful before you proceed further,1,FALSE,Untrustworthy app and poor customer care service,Rk2848
20-10-2017 07:28,"The new paytm updated app, doesn’t allow one to check his/her paytm balance in the wallet unless your in the stage of paying.
The profile page is replaced by the paytm banks page to which is not a use for few users.
The new profile page on the upper right doesn’t show the wallet balance as well!
Now i have to make a half stage payment to fakes just to check my paytm balance?!",4,FALSE,Please atleast give us a glimpse of our current balance,Jgsdgikbfeyi
25-12-2017 06:23,Your payments bank doesn’t work for payments on other websites..had a horrible experience..sometimes i was not even able to open the card number to make payments..get these problems sorted out or no one will use your currently useless payments bank...,5,FALSE,Payments bank doesn’t work properly,adi4031
08-12-2017 07:34,Don’t keep money in the wallet. They would take the money and ask you to file an FIR. You cannot get to them on call or place. Bunch of crooks would reply you only through text and that’s the maximum you can get near them. You would lose your hard-earned money in a second. And the bait they use is cash back through orders. I got 3k cash back and it was gone before i could transfer it somewhere safe. There’s no feature of attaching an image or i could show you the level of support they offer. I would give them ZERO star but sorry can’t.,1,FALSE,Bunch of thieves,Manshahiarr
08-11-2017 12:24,"Paytm app has always been very useful to me. Recently my friend has forgotten his password, I tried to help him. But this new feature where you have to call on a number rather than just sending an otp number as sms to the registered number is quite irritating. Also the number provided is not toll free.😓",5,FALSE,Feature regarding “Forgotten Password”,tenrin jr
27-09-2017 07:00,I shopped for a 32 inch tv and paytm sent me 24 inch tv. Even the installation engineer had 32 inch mentioned in his job card. Invoice sent to me has 80 cm (32) mentioned. I raised several issues through this app no response. I kept calling customer support no action taken. I am left with no other option other than taking legal action and expose them in media for this grand cheating.,5,FALSE,Cheated by Paytm,Kanak_Pune
15-11-2017 15:51,"One suggestion...while paying utility bills, its not clear if i am included in any of the offerings😕 it just completes the transaction(especially when paying through loaded money) and thats not fair! Allow user to apply/ subscribe to promotional offers, discounts!

When i click on text box to enter ccv number, let the key pad be displayed that is set to  numbers mode instead of alphabet mode",3,FALSE,"Well thought, excellent user experience!!",TNMANJU
06-10-2017 19:29,"Though Touch ID security enable, it does not ask for it when sending money to someone.😬
However, when seeing passbook it ask for security.🙁
Paytm, please check this issue, it is very critical
People can send money just taking some person mobile in just 2 minutes",5,FALSE,Security whole,iChirag
29-09-2017 09:57,"Paytm is the future, this wonderful app makes us all feel that we are living in the future. You don't need to withdraw from ATM, no need to carry notes. Absolutely amazing that a puncture wala got 60 rs through paytm because he didn't have change. This is like a revolution and keeps you away from begging for change.",5,FALSE,The future is here,Aamir F
16-12-2017 00:14,I have been using this app since its initial launch when it was mainly designed to recharge mobile only. Paytm has grown exponentially and i use it for multiple purposes but seems like adding too many features is making it bulky and interface little confusing. I hope they will realise it soon else it might loose its customers,4,FALSE,Good but can be better,varun mendiratta
02-11-2017 13:31,"Big bandits. Bandits on the internet, they show you something and give you another thing and do not even respond on that. I made a ₹346/- recharge through this bogus app, it said the benefits would be U/L calling and 1GB data per day. The actual received benefit was just for 14 days and that too without the internet. They charged me 346/- for unlimited calling and that too only for 14 days. These liars then stopped responding and say they have done the recharge. They dont even respond and then close the query unattended! Worst experienced online bandits.",1,FALSE,Clean thief and no customer satisfactory response,Zeeshan5696
18-12-2017 13:18,"I would definitely give five stars if the limit of sending money to bank account can be unlimited or at least upto 25,000 at a time and also less interest cut down on cash transfer should be availed!!!! Looking forward for these changes to be in effect. Thanks 🙏🏻",5,FALSE,Need improvements,Tenxie
08-12-2017 02:27,I really enjoy your app. It’s has attractive offers on everything. Just facing problem in gas payment. As me and my friends are from Belgaum district we don’t have HP gas SWASTIK TRADERS payment option in gas payment section. Please add that payment option so that we totally use PayTm for our overall payments. Regards Asif Shaikh,5,FALSE,Please add Swastik Traders HP Gas in Gas payment section,Asiflovesu
01-11-2017 07:21,Hello friends is my best experience in life to do any transactions very quickly I can do transfer or pay my recharge & bills when I was in very emergencies I am a makeup artist I tell my every client if u booked then transfer 50% amount in my paytm account so I can trust them and they can also for that I loved to use paytm for me it's very important 👍🏻👍🏻👍🏻,5,FALSE,My paytm,Shraddha sawant
22-09-2017 05:33,"It's a good application. Initially it was simpler. Lately, they have been trying to do too many things in one app which makes the app very cluttered. I mostly use it for recharging. I would avoid buying things from paytm as there have been issues in the past with the kind of services they render.",5,FALSE,So far okay,ChSayantan
02-10-2017 17:49,"I find this more smooth than its competeters with lots of additional features like buy and sell gold smoothly 24*7, but request you to save the paytm account debit card for gold purchase etc ,an option should be there for paytm debitcard with the saved data of cards",5,FALSE,Best PaymentApp,Bisweswar
03-10-2017 15:46,"I’m at the stage of uninstalling this app because of the simple fact that I don’t get any cashback for recharges anymore. 

The second reason is: No products here are given any rating by customers. This ways ratings of fake products can enable others to not waste their money on buying, return and refund process. 

Another reason: cashback can’t be transferred back to bank without any charge. Tried other such platforms and so I’m using a specific website for purchases worth the amount spent and hassle free return; different platform for recharges, bill payments and amount transfers. 

Paytm isn’t the place to make recharges anymore because they are utilising our recharge cash backs to pay those who buy products. And for purchases, what if I buy a fake product and not know it’s not original?",1,FALSE,Previous review vanished,Global.gangster
12-11-2017 10:00,Making a big company is not a big deal when you’re not making your customers happy.I tried many times to contact you people there is no customer care no that i can talk to you people. Improve your service 👎🏻👎🏻👎🏻👎🏻👎🏻,5,FALSE,Poor service,Iamvkundra
31-10-2017 04:22,I have been using Paytm for quite some time and if there is money loaded in a Paytm wallet it works really great... but if you are adding money through net banking and the transaction gets stuck anyhow... then it becomes very difficult on how to get that sorted,5,FALSE,If it works... then great ... if it's stuck then who knows what to do,Yash ruchi
26-09-2017 12:25,"Good app, no doubt by there are some issue which will persists when used. If i am looking something in this app for more than a 10 mins then it automatically gets closed. Why??
Everytime same issue is coming and if aomeone is looking to shop them he will spend atleast more then 10mins otherwise you will not be able to shop properly. Fix this.",3,FALSE,Need to fix some bugs,Sharmarakesh617
14-12-2017 13:06,"When will i be able to buy n download stuff from app store's app payment through paytm..
As of now in india it is very hard for people like me to buy an app from appstore.. so it would be very grateful of you.. if you provide a paytm solution for app purchases from appstore .. 😍",5,FALSE,App store purchase support please..,PM_Rider
25-11-2017 15:43,Overall good features and service but iOS apps consistently not having latest features and takes lot of time to receive latest features.,5,FALSE,iOS app not having latest feature,premroshan
22-10-2017 06:16,"Full of waste offers, nothing will be recovered from the offer available for us . Just instigate the customers to buy this recharge like that so on..... Finally none of the offers are credited to account holders.! Cheaters , looks for only profit making with the cost of customer beliefs...Useless customer service too!🤦🏻‍♂️",4,FALSE,Cheating the customers,Punith@8642
25-11-2017 05:33,Stupid app . Tried to pay my friend’s mobile bill it deducted twice from my account and when I tried to call their customer care they are not connecting to the executive.... I think my money is gone .. poor customer service,5,FALSE,Kiroshbabu,Kiroshbabu
11-10-2017 05:32,It's easy to use Paytm for our daily transaction as well as for shopping online...Paytm is reliable & convenient wallet for people to use...Offers & Coupons provided by App saves money for further shopping or any of the recharge transactions..Thanks to Vijay Shekar Sharma for this innovative wallet...!,5,FALSE,Best wallet for e-transaction..!,Mrtzraj666
04-10-2017 07:54,"Its a very useful app for quick payments, recharges, sending money etc etc! Be aware of fraudsters calling on behalf of PayTm saying that your account has been blocked and requests to reset password. Except for late delivery on shopping no other issues with this app.",5,FALSE,Amazingly brillaint,SiMpLy SJ!
26-09-2017 05:39,I ordered macbook pro two day ago. While at the time of checkout it was clearly shows 4-5 days days for delivery but after I purchased its showing 8-9 days . This is totally insane . I don’t know who is responsible for this (paytm or seller ) but TEAM paytm you should work on this seriously. Other companies delivery time is way faster .,4,FALSE,Delay in Delivery,Loyal Paytm User
07-11-2017 03:19,"My money got stuck and the only thing they provided me is ARN number. The bank asked for the mode of refund, but when I asked PAYTM they are not responding to my query. Still I haven't recieve my refund and I think I am not getting back. Note you guys id you can el the product just keep in mind that you will never ever get the refund LIKE EVER. So dont even think about cancelling the order, it's like they take revenge for cancelling the order. I would have given black stars if that was possible. WORST CUSTOMER SERVICE EVER.",1,FALSE,To hell with this,fvgfh
24-10-2017 07:52,"The app is excellent and super easy to use, especially for paying bills and recharges. 

However if ever a user gets stuck the CS is pathetic, you will never be able to speak to a person in cs and the help will keep circling around self help pages.",5,FALSE,"Brilliant App, Pathetic Customer Service",Abhimnayu
25-09-2017 09:22,"I have been using paytm since long, recently i lost my earlier phone number registered with paytm and my wallet still have money in it and paytm has itself logged out from the running session!
I have mailed paytm care several times but there is no revert regarding the same!
Really Disappointing!!",4,FALSE,Very Bad Customer Services!,Darshana Mulchandani
09-10-2017 11:12,Very best app that probably is in the appstore. Very easy to use and quite fast in making transactions. Payment is also very secure and compatible with any network related recharges. On top of that..lots of offers & coupons to grab. Nothing more gets any better than this App.,4,FALSE,Smooth & Easy,Champak46
06-12-2017 16:59,"I like paytm. I really do. Is useful. But god forbid, if you run into trouble, you're on your own. They literally have no customer support. They now have a phone number but even that isn't toll free. And this is supposed to be a payments bank lol.

Great message you're sending to potential customers of your banking services. Stay away.",3,FALSE,Zero customer support makes it useless,wildeling
21-12-2017 13:59,"I added 200 rs in my wallet to which it showed transaction failed. Money got deducted from my bank acct but it didnt reflected in paytm. Now its been days n i didn't got back my money. Paytm didnt replied to my query regarding this and also app is also confusing at 1 page it is showing failed and at 1 page it is showing success. 
There is no option to call paytm customer care directly through app neither do they reply for your queries.",1,FALSE,It was a good app but now they are making it worst,Akash8
14-12-2017 05:24,Paytm is very convenient app. Wallet facility is awesome. Once clicked payment made to merchant. More attractive feature is that if payment is failed returned back to your wallet with in 2 hrs. Not like bank in which we have to wait for some couple of days.,5,FALSE,Wonder app,Sarwanlal devra
23-12-2017 06:33,"A big ZERO when it comes for Customer support. Product shows delivered but in fact product never delivered. Customer support don’t even try to listen & if asked for courier receiving; they say that wait they will provide. But with my case, I m waiting for the past couple of months to hear from them.",3,FALSE,Worst customer support,Himanshu77
08-11-2017 00:07,"Most brilliant work by Team thank you listings to comments and making simple integration worth Paytm Bank.
Loving it!
Can I ask one more thing:
Please allow Touch ID to allow money additional to wallet from Paytm Bank Balance (currently pin is required).",5,FALSE,Superb Job!!,Nbkwair
14-12-2017 04:07,"In your current update for your app which is included the Siri feature of paying my contacts, it just never works.

When I tell Siri to pay someone, it says okay confirm to pay and then when I click confirm it says kindly authenticate your credentials in the app. When I click on that, the Paytm app open and nothing at all will happen. No credential details are asked at this point and I have to manually pay the money. What is going on? How is this done ?",1,FALSE,SIRI NOT WORKING FOR PAYTM,Cyrusd
02-10-2017 11:27,It easy to pay bill like Tata Docomo who have single counter at long distance. I know the extra charges for the services is applied that's why we pay to quick pay my bills. Good services. Paytm is good.,5,FALSE,Pay to pay,Crayons Devesh
20-09-2017 23:20,I am really like Paytm I am busy with Paytm I am using and I am browsing I am purchasing I am paying I am receiving my old money is back that's why I love my Paytm in iPhone the Paytm security is fingerprint security enable that's way who not open the my PTM app and my money is where issave,5,FALSE,The most sexy app,hjhz
19-10-2017 16:18,It’s very good app it’s helpful for our purchasing any product and it helped me in PTM mall its price are cheap and best we can buy any type electronic items and any type things are available it helped me in Diwali offers to buying electronic items thank u PTM,5,FALSE,Paytm is the best wallet,PTM IS THE BEST WALLET
28-09-2017 03:26,"Password reset doesn’t work. They have suddenly introduced wierd processes around password reset. If want to make it stringent to follow banking procedures, do it. But don’t make it so difficult for customers to use. Not at all friendly.",5,FALSE,Poor usability,Abhi7u
26-12-2017 10:03,"Worse apps ever , very slow and errors, it take one bill to pay 30 min almost.i hate this but I need to use due to many store has only paytm , but I cannot use it . So disappointed. Worse ever . Slow , stuck , error. I can't even log in now, it say unsupported . I try to complain message to them , also said errors. I can't even report my problems to them . It's all errors. Don't use this apps . You better fix your apps 😡",1,FALSE,Worse apps ever,Amy fanai
10-11-2017 15:09,"It is a good e-wallet and comes handy if you don’t want to keep paying cash for everything..
However offers are really misleading..They say about cashback..but nothing is returned!!
Wouldn’t recommend to keep too much balance in it..last as only what u need...",4,FALSE,Offers are just gimmick,Snsmt001
27-09-2017 11:49,Worst app or site for shopping.I have ordered Apple Watch which got cancelled without any reason my full payment was stuck with seller for 15 days. Will never shop again with Paytm. Thank you so much for the inconvenience 😡,5,FALSE,Pathetic experience !!!,Mohrzir
25-09-2017 15:23,"The Amount is deducted from my account but payment is failed,  when go to support options it says me to contact bank ,they dont have toll free number where advisors can help such a bad experience",5,FALSE,Worst Experience,Manup Venkatesh
17-12-2017 15:57,"Thanks to save our time and easy to walk
It's make possible n much easier to do any kind of act related human being needs..
Wow it's a very valuable.. no word to praising how much it's useful to us..
Really appreciated..👍🏻✅
Fantastic.... makes my life easy...",5,FALSE,Fantastic app,Ashutosh singh Ashu
24-10-2017 04:15,U can also add credit card payment option and overall paytm is the best app just i think its only need another option in it with credit card payment 😇,4,FALSE,Credit card payment option,Aj gurjar
03-05-2018 13:01,"today i.e 17th april 2018 I tried to add money to my wallet since there is no cash in atms so i thought to make payments through paytm, i added 200₹ my money got deducted frm my bank account and i got succefully added to paytm msg, but after a while wen i saw my paytm balance it was 0, i was shocked and i checked my passbook, wer it is mentioned that transaction is in process it takes 4hours, after 4hours transaction got failed and refund takes 12-17working days itseems, wordt service from paytm never expected this type of service and wen i tried to talk with customer care it says to enter transaction id i entered correctly and it is saying incorrect and after 3rd time, ur trials exceeded pls call us later msg came, wat the hell is this paytm, really very upset with this type of services, i lost my money temporarily wer i will be getting money after 17days, but iam stuck with my payments no cash no paytm wat the hell is this",5,TRUE,worst paytm services till date,santhoshpushpak
17-02-2018 19:37,"I really sorry to write this... Really had a bad experience with Paytm app today and lost trust on you people. I went to a shawarma shop with empty pockets as i thought of paying through paytm... i had the item which cost of 260/- rs later when i tired to add money to my Paytm wallet from credit-card it shows message ""Money added successfully"" but it doesn't reflected on Paytm wallet, i really annoyed with app. Later i came to see that money got added to ""Paytm Gift Voucher"". Its really shameful to see this basic bug in your application, due this just assume how many might suffered. I surprised to this major bug on famous Paytm.
I would like to see my money in paytm wallet. Please let us know if you have query's. 
Please remove messaging feature on Facebook page because there is no response from your end. Can you justify why you are not allowing to post message on your page in Facebook",5,FALSE,Money not added to passbook,Manoj batchu
08-01-2018 21:26,When transaction failed i was very much gets troblebed for 5 days...  I didnt received any of the msg from any bank so dont waste time and just cancel all transation and pay my money in my wallet...i had to give that money urgently to that account no of bank of baroda. And i had paid though imps and if u wiill pay it again double time money will goes to that account... so verse service from ur paytm... if i had used my bank imps atleast within a second i am getting refund... it was my big mistake as i have a faclity of my bank imps and i tried to use ur paytm facality... the money had not transfered in time in case of imergency and my wallet money also becomes nill and still i had to wait for 2 to 5 days for u... and for 5k always had to recheck weather money had reflected or not that much time i dont have.... sorry to use ir worse paytm facality....,5,FALSE,Vorse service from paytm when transaction failed we had to wait for 5 days,Bkgglgglog
04-06-2018 20:48,"This one's extremely buggy and unstable, i cant perform basic functions like adding money to my wallet or receiving payment, let alone try to add money from my account, the app just stops responding, are the developmers completely incompetent or something, what should i start freecharge or something now, these guys don't even reply on support chat, i don't think they even have a customer care number, really pathetic service, i guess that guy's  success got to his head after he got lucky with modi's demonetisation, that's why he's up over his head, doesn't know how to run a business  must've given the job to illiterate people to save money, i can bet this guy's business will fall again like it did last time, it was about to shut down just before the modi thing happened, absolutely shameful. Heavily dissatisfied and disappointed.",5,FALSE,Cant  even update wallet balance properly,Saksham T
03-12-2018 05:17,"I had the worst experience in getting refund for a cancelled bus ticket. Its been 7 days still I didn’t receive the refund on bus cancellation even its a genuine case. The worst paytm care people dont know proper english, I had to tell everything twice or trice to make them understand. They are trained to tell the same answer “our team is working on it, we will respond in next 48 hours” irrespective of our question. No matter what question and how many questions I asked, everybody repeated the same answer every time. One more biggest blunder is no response from them at all until I call the customer care. They made me wait for 7 days saying 24 hrs more every time but no refund yet. Bus operator has agreed to give the full refund, he clearly told the same to paytm people in a conference in my presence, but they didn’t provide me the refund yet. Paytm may be okay for small small payments but never use it for high amount of transactions.",4,FALSE,Worst experience with refund,Feeling worst
25-04-2018 02:11,"No doubt Paytm is reasonably good at making paying smoother. But its mobile app is not just insecure,  paytm is also arrogantly refuses to correct itself.  Though enbled its app lock doesn't work and few times, yes few times, I have made inadvertantly automatic recharge payments while mobile was in pocket. This is not possiblle if app asks for password or touch id for every payment. Which every bank asks compulsorily. This abberation can't be allowed on a banking app( does RBI or someone care? ). Secondly when ever paytm login process asks for OTP( like linking to cab apps)  it either never reaches or reaches after 10-15 min. This is also informed by my other friend who too stopped using paytm as he can't link to uber as the OTP never reaches him. Guys we have options. I am definitely looking forward to other mobile payment app to switch if you don't improve.",5,FALSE,Bank and no security... How you manage ?,sanjshar214
25-05-2018 07:40,"I am overwhelmed with the customer care services of Paytm. I have been using this
app for the past 6 months. So far, I am very positive about it. It always
connects to the customer care and they always respond to the queries. The
latest Paytm version is appealing and first-class when it comes to
user-experience. I use paytm app to make a metro and phone recharge, it’s very
easy and instant. Very nice guys, good app.  It happened once, I lost my
password and I was not able to login into my account. I immediately reached out
to their customer care and they immediately processed my request and thanks to
their prompt response I was able to reset my password. Customer care of Paytm
is really fast and I have full faith in the app. The app is pretty much
dependable and I don’t even think twice adding huge sums of amount to my Paytm
wallet from my bank.  Earlier I was using some other app for recharge and
I faced many problems like unsuccessful transactions, frequent hangs, poor
customer care services. But with Paytm app, the transactions take very less
time and app is very much reliable & secure. I mostly use Paytm app for my
cabs. Its such a relief, I don’t need to pay cash or even worry whether I have
sufficient cash in hand or not. I simply add money and book cab for the place I
want to go. Its just so easy with Paytm app…",5,FALSE,Good Customer Services,bakmeg
22-05-2018 12:31,"I wonder how I would be commuting, if
I didn’t have Paytm app installed in my phone. Metros are already so crowded nd
when it comes to make a recharge it is like a big headache fr me.  Seriously, standing in the long queues at
metro stations is a total nightmare. Metro recharge is such a relief with Paytm
app. I always make a metro recharge through this app only. It helps me to avoid
those crowded recharge counters at metro stations. I am a daily metro commuter,
making a metro recharge even before entering the metro station is a big help.  It happens most of the time I am in a hurry
and if there I don’t have money in my metro card it becomes a total mess. I jst
cnt wait for my turn to get my card recharged. its so hectic and tym consuming.
Bt paytm is sch a saviour … On reaching metro station I only have place my card
on the AVM and this doesn’t take mch tym. 
I feel this facility is even awesome from their rcharge one. Very nice
guys! and its so money saving, I got a cashback of 20 and its very exciting to
get money back on metro recharge. I mean metro travel becomes so easy thanks to
paytm fr their amazing nd quick facility.  
This one feature of paytm app is like I feel I am saved frm standing in
the long queues.   and hats off to these
guys, apart frm delhi metro, hyderabd and Mumbai metro card recharge is also available!
the payment is even quickr with Paytm wallet.",5,FALSE,Great App for Metro Recharge!,Bhuvan90
