date,review,rating,isEdited,title,userName,developerResponse
18-09-2017 12:26,"I have been using the BHIM app for a while now but decided to try this one since it is from Google.

Simple, clean, usable interface as expected. Already did a transaction within 10 minutes of downloading it. Seamless app",5,FALSE,Tez - simple and does what it needs to do,iamShishir,
24-09-2017 12:30,"This application is firstly so slow, whenever we try adding the account, it keeps on trying and after trying about 7 times it adds the account. After that after adding, the transactions fail so many times, and for me it's still failing.
Secondly, the referral policy , I referred my friend I dint get the money till the time I send the feedback and my friend has still not get a penny. Then the rewards which need to added to the account are still not added. Poor application.",1,FALSE,Unsatisfactory,Upasana Nagpal,"{'id': 1341760, 'body': ""Thank you for being an early user of Tez, and so sorry to hear about the issues you've run into.  Let's connect you with our specialist team, available 24x7 to help ensure that Tez works for you! Fill out this form to request a call back: goo.gl/oPsfjI"", 'modified': '2017-09-24T22:36:48Z'}"
20-09-2017 02:38,"I’m unable to use my HDFC account with this app, though I’ve encountered no problem with my SBI account.

Also, the UI is a bit unintuitive. For example, calling the wireless money transfer feature “cash mode” is rather disingenious and unnecessarily misleading. With the nationwide push for a “cashless economy”, equating new and efficient contact-less money transfers with traditional physical cash transactions will be confusing to many people. Just name it for what it really is instead of using a literary equivalent of skeumorphism.",1,FALSE,Cannot link my HDFC account,tetea_t,"{'id': 1309022, 'body': ""Hey tetea_t, thanks for taking the time to review the app and so sorry to hear about your issues. We've taken note of your suggestions, and if you still face issues with adding your bank you can find troubleshooting steps at goo.gl/Aq8hBh Also feel free to contribute to the Tez community and share more of your feedback,\nThanks again for reviewing the app and appreciate your patience as an early user!"", 'modified': '2017-09-20T11:20:15Z'}"
26-12-2017 05:09,"In case the server went wrong by banks or some bad servers like SBI, the money reverts back within 2 business days. Great customer response too! 
The saddest part is I never received any of the money from scratch card from last 40 transactions or 8 weeks 😒",5,FALSE,Easy to transact and secured app,Abhinandan_S,
22-10-2017 09:22,"Money got deducted from bank and not transferred, but still not response from developer. It shows waiting from bank and will response in 48 hours. Please resolve the issue ASAP. Tried contacting through email but no response.",5,FALSE,Money got deducted from bank,Anubhav2786,
14-12-2017 18:02,"I lost my all transaction history after updating it on ios 11 , i never expect this kind of issue from google,because transaction history is must when anyone deals with money.",5,FALSE,Erased all histories after update,nikhilpawar,
09-12-2017 15:17,This app is very user friendly. Sending money to any one is as easy as chatting in WhatsApp. This app should be there in smartphone of every Indian citizen. Government should invest in advertising and promoting app like these if they want to push digital and cashless transactions.,5,FALSE,A very user friendly and efficient app,SagarCR,
19-10-2017 04:34,I made my first transaction and it worked fine and got the 51 cash back also. But after that I tried for many transactions and not even one transaction worked. Every transaction is failing.,5,FALSE,All my transactions are failing continuously.,DSujay,
20-12-2017 10:24,Receiving same notification for an offer to buy gift card again and again in every 10 minutes and there is no option in app to turn notifications off for these offers. I don’t want to turn off notifications from iOS settings as then I won’t get notifications when I receive money. Fix it people!!!,2,FALSE,Receiving notification again and again,Atin Singhal,
22-09-2017 09:59,"The app is really helpful and fast in sending money to friends.
The nearby sharing feature is one of the best. The payment system sometimes gets hang and shows error at times. As an overall review, the app is really helpful.",5,FALSE,Very good app,Dhipin K Das,
16-10-2017 07:08,"The app worked very well for the first week, but now I am unable to send money from my account it keeps showing the error that unable to reach bank servers, I am facing the problem for last 3 days. 
And to see whether the problem is in all upi based apps I tried sending money via BHIM app and there the money got transferred. So the conclusion is ryt now google need to correct the problems in this app",2,FALSE,Keep showing errors,leonscannidy,
21-11-2017 04:51,It's been more than 40 days since my last reward money but many of my friends and family friends who received rewards money. I felt it's biased and no reason why I haven't getting rewards anymore.,5,FALSE,Bad app. Reward program is fake,Gokularkishnan Mohan,
21-09-2017 03:44,"Unable to add my PNB bank account even after multiple tries and messages sent . 
Please fix this issue asap. 
Will update my review when fixed.

The app otherwise looks very promising though 👌🏼",5,FALSE,Bank account aading not working,Hims4,
04-11-2017 03:33,"I am a TEZ user. This app really takes a very long time to complete every transaction where as in different apps like phone pay is really fast for such things.

Sometimes when transaction goes wrong then no-one answers your queries and even the customer care is not reachable. One of my transaction of 540 went wrong and debited from my account but in tez the transaction is showing as failed.
I several times tried to resolve this but nobody from google is reachable.",1,FALSE,Asish Kumar Satpathy,Asish satpathy,
31-10-2017 06:43,I made a tranfer of amount 8000 rupees but beneficiary did not receive the amount and I also did not receive amount . If I try to contact customer care no one is picking call . Chat option also disabled .,5,FALSE,Amount not received yet,Ezhilarasan111,
25-10-2017 03:16,Thanks Tez team and Google..you are giving money for my daily expenses.. in a weekly basis.. till now i have earned 890/- rupees only.. but that money which i have earned is giving some support in my monthly expenses ..Once again thanks for supporting poor people(like us).🙏🙏,5,FALSE,Thanks Tez!!!!,Thanks Tez Team,
19-09-2017 12:01,It's really nice app by Google. It's also user friendly. You can easily send and receive money directly into your linked bank account with this app.  There are many rewards and offers available.,5,FALSE,Amazing app by Google!!!,$@gar Nathe,
17-11-2017 04:30,"A financial transaction is supposed to be atomic — either it happens successfully, or it’s reversed. That is not the case with Google Tez.

I had two failed transactions of 30k and 29k. Money debited from my account but not credited to the beneficiary. It took over three days before I could get the money back, and that too after going into the app and raising a dispute.
 
Support is not Google’s forte. I don't know what they mean by 24/7 support -- I was never able to reach a human.

Use this app in its present form if you are ok to risk letting your money disappear into thin air for a few days.

They marketed the hell out of this app with cashbacks, offers and what not, but the app doesn’t succeed in gaining my trust.

Will they respond to this app review? I doubt it.",1,FALSE,Money disappearing like jadoo!,no-malice,
15-10-2017 05:26,"Not yet received the scratch card amount still in processing it's been 6 days
Also many of the transactions done by my family members showing status waiting for bank and money is deducted from account, I complained tez team but still issue is not solved and I don't know how long will they take",3,FALSE,Gud app but sometimes transaction get stucked,Nykz24,
18-10-2017 13:40,"First of all, the user interface is very simple that even a kid can understand all the features. The app features work as described and correctly. Bank transfers are very easy using this app.",5,FALSE,Awesome app with easy to use interface!,gonelifedie,
18-11-2017 10:51,"I am not able to add icici or sbi bank account. Google helpline also failed to resolve the problem. They say it’s the problem of bank and bank says its problem in Tez App.

I tried to get help from Tez call centre but could not get the solution till date.",4,FALSE,Unable to register bank account,Rajesh Saxena,
24-12-2017 13:17,Am not able to add my bank account details to te app. When am giving add account it is sometime hanging or getting closed. Please fix this issue. Am an iphone 5s user. Please fix this issue.,5,FALSE,The app is crashing automatically,Ashikpa007,
20-11-2017 09:33,"Initially Tez started paying out on bank accounts, people misused this for getting scratch cards and tez used to pay back. But when people are accustomed to this app and making genuine payments Google analytics is playing with us and giving no luck. Hence I've decided to switch back to my bank app for payment. 

FYI Tez isn't always good money is stuck in most of the times. This app was a huge for quiet some time",1,FALSE,My personal view on Tez app after 2 months,Jr.rafa,
04-12-2017 14:21,I have two accounts linked to same number so app dose not show any of my accounts . While BHIM App shows both accounts for transactions so that I can select any of one account for  transaction,5,FALSE,Sorry google,Suhas_bn,
18-09-2017 12:22,Heard about this app and decided to download it. It's got a very small footprint - just 7mb. The app installed quickly and I sent my first transfer out in minutes. This is an easy app to use - love it!,5,FALSE,Simple App - Intuitive and easy to use,Ashish Kole,
20-11-2017 09:58,A transaction of ₹173 dated 13-Nov-2017 which was deducted from my bank account did not credited toh the reciever’s account nor it was refunded until now and a transaction of ₹200 which was deducted from my account today but was not credited to the reciever’s account as well nor it reflected back . Worst payments app until now which i’ve used . If you want to save your money please don’t use this app.,1,FALSE,Worst App Ever . If you want to save your money use phone pe aur any other secure app,Kumarrjayant,
16-11-2017 04:11,No failed transaction no bugs or issue which has on other upi apps i have used before !! Flawless the only option was need support !!! Otherwise its was just perfect the referral and its really Tez! Keepit up Google !!!!!!,5,FALSE,Tez ! Too fast,@ngryBird0,
30-12-2017 10:41,"This app is fraud because in starting when you install this app . It gives some rupees in every scratch coupon like 20-25 etc. But after some time it doesn’t give you money it’s showing “better luck next time”.
Because i done last 20-30 transaction but it shows always this msg never give money. So don’t download it. Because we refer this app with over friends Tez gets befits from more user . Totally we make a fool .",1,FALSE,Fraud app,Ramsusi,
26-09-2017 02:42,"My money debited but received didn’t get it. Over the top of it, when I requested a callback, they put me on hold for more than 20 minuets. I am still waiting for them to pick up the call. Pathetic services. Disappointed. Wasn’t expected from google.",4,FALSE,Worst app,Mirchiasdf,"{'id': 1378704, 'body': 'Hey there so sorry for the inconvenience. In cases like this your bank will reverse the charges in a few days. If it does not happen, please do raise a dispute through the app so that we can rectify it asap. Thank you for your patience and the report!', 'modified': '2017-09-28T03:52:41Z'}"
18-11-2017 13:02,I am not able to enter the pin and go to the main page of the app. Everytime it crashes seems the app has some updating and bug fix needed,5,FALSE,App crashes,Parth Gala,
18-12-2017 16:25,In recent updates on iOS u can’t see in the history box of a person that who has sent this money instead u have to open transaction history to find out who has sent u money. Please fix the bug and update the app asap. Also in uber ios app tez pay isn’t included in payment option. Please include it,2,FALSE,New update has a lot to fix.,rush_raj,
17-11-2017 13:53,"Tried twice, paying at reliance market with bharat QR using Tez app. 
Money debited from my bank account both the times but not credited to reliance.

Still waiting after 7 days and no resolution yet.",5,FALSE,Money debited but not credited to Reliance market store,5hashank,
18-09-2017 20:08,"Google yet again back with its mesmerising product .thank you google for making it and please continue such useful product for us in future 
Thanks",5,FALSE,Awesome product,leader-singh,
10-10-2017 09:51,My friend have send me money through this App and transaction got successful but after that when I check my statement in bank account I haven't received that money which she has send. Very bad service,4,FALSE,Payment successful but not Received money in account,Vipin 4s,
03-10-2017 06:17,Very reliable & convenient. I can use it every where any time which is most important according to me. I recommend it mostly to every Indian. Thanks for making such an app for us.,5,FALSE,Super fast & secured,Soumen Bhaumik,
06-10-2017 14:50,"Hello,
This is an amazing app, but recently I sent some amount to a friend of mine, It got debited from my bank account but my friend did not receive the amount. It is stuck on waiting for bank in the app since a very long. Please look into this issue as soon as possible and revert the payment at the earliest.
Thankyou!",2,FALSE,Amount debited from my account but receiver has not yet received,Abhijeet Wani,
19-11-2017 19:14,Don’t try it my payment is stuck from past 20 days and i made a dispute the dispute is still in progress and hasn’t been clear,5,FALSE,Payment stuck,Htaneja2,
18-09-2017 02:01,"Hi guys,

It's an honest feedback from me. This app is just amazing and the features are like awesome in this. It's too fast in making the payments via UPI.

Thanks Google for such a great product to India to make India a digital payment world.",5,FALSE,Tez - A great payment app never ever in India,$waroop,
25-05-2018 10:08,"first of all dint expect an app like this from google.

I started using this app and all of a sudden it got suspended when i tried to link my bank account. Customer rep said u have to submit govt proof I submitted aadhar it was rejected saying this proof is not accepted who the hell dont accept aadhar everywhere its aadhar in india. Again i submitted my pan then they released my suspended account and when this time again i tried to add the bank account it worked for one bank when i tried to add another bank I unknowingly keyed in wrong credentials to which again my account got suspended. come on is this the way u handle things when credentials are not correct rather than showing an error message why the heck do u suspend the whole account. This is the 6th time in a row that happened. Utter nonsense app dint expect this kind of process from tech giant google. I have been using phonepe it works like a charm the way they handle things is way more userfriendly and better than this app. Even the govt run app BHIM does way better than this.",1,FALSE,Pathetic app !,taha4u2,
01-10-2018 06:03,"I paid bsnl bill with google pay. Money got debited from my bank account but bsnl says they never received the bill. due date crossed and bsnl forcing to pay bill or cut off connection. i had provided all tx ids to bsnl but they confirmed that they did not recieve amount. 

Now real thing, you will say contact google pay. I did.   Customer says - no bsnl ko payment nhi mila honga.  (exactly same language). we only hold 50% responsibility.  Third class google, what do you mean by 50% responsibility?.   If bsnl says why Google and Bsnl settle this internally ? Then i raised dispute. i was told dispute will get addreses mx before 1 oct. Today upon calling getting arrogant response from google pay. He says terms n condition padha hai. padho. 7 working days means 2nd oct. Call us by then. bar bar call mat karo. Yes exactly this is the word. i am not exaggerating.  is this the way to talk. you are third class. i request everyone to rate 1 star for such third class attitude.",1,FALSE,"Never use Google Pay , you lose money",Ordinary developer,
03-09-2018 17:45,"Its really very easy to use. With hasselfree transactions. I have stopped using net banking after I installed this app. Linking bank account too quick and easy, just few steps and I am done. I referred this app to many of my friends and they all use this app for their transactions regularly. Its very quick. The most amazing part is the reward we get as scratch cards for every transactions and its get credited in my account. Getting money for sending money. Its it cool. Yes sometimes it takes time to process because of sever issues. But then its fine. If you try sending after sometime it works fine. I am happy and this is the best ever app for sending and receiving money.",5,FALSE,Amazing app,Akanksha Sarkar,
09-07-2018 10:54,"Like everyone was using Tez app even i downloaded it. I sent money it was smooth like any other app but worst thing happened when i tried to pay my electricity bill through this app. I paid my bill on 16th june the transaction got failed and money was deducted from my bank. It said money will come back in 3-4 days. No money was refunded. I called customer support he assured me money will be back in a week but no money was refunded. After long time one of lady asked me to mark as dispute i did it but when i asked her when it will be resolved she said “ no idea but soon” .I called customer care many times and had a chat with them but no solution. Some of them will gurantee you but u will see no money . It’s been almost 26 days they say it’s been escalated to higher authority and i see higher authority dumb as they are. I don’t think they will refund my money. Don’t USE THIS APP. WORST APP, SCAMMERS!!",1,FALSE,scamming app,Rbzzzzxxx,
17-04-2018 04:52,At first tez was pouring out money when there was boom about tez app . Everybody got money from scratch cards .Now everyone has tez app so they need not give money through scratch cards . Now scratch cards have become a useless feature in the app as it no longer gives money . Great startegy followed by tez team like give money at first collect all users make them use this and never give them money . This is what is happening . By the way it is a nice app . Although i complain about it i am using it since it is nice or may be i got used to this eventually so that i find this nice . Anways thanks for the app . Atleast add some money to scratch cards for the sake of having the feature in the app .,4,FALSE,Good strategy,chera304,
25-04-2018 22:33,"Hi Team, I have observed that if I am sharing my Contact Number (related to Tez) with anyone they can easily get my email address as well by using your app. They just have to click on my number by using your app and they will get my email address as well along with my name and my photo. This is a major data breach, please fix it or let us know if it is from your end. See even PhonePe and almost PayTm offers same services but no one can get our email address etc by using their app. So please fix it immediately.",5,FALSE,"Data Breach, if someone has your contact number they can easily get your email address",Rao Avinash,
07-04-2018 04:16,"I transferred 2500 from my account to my sis account..It went from my account ,but my sister didn’t get the money..I called Tez customer care even though it took time to resolve the issue their service was really really awesome!!they are well trained:)they know how to handle the customers :) I literally wanna thank each and everyone whom I was interacted but I forgot the names but the last person I was interacted was Sushma:) every time when I call I was about to be rude , but your way of approach won’t make me rude:)You guys are the role model for the customer services ..You guys are the best:) god bless you all:)",5,FALSE,Awesome Tez,Bhuvi pearl,
27-12-2018 06:50,I transferred money to my friend’s account and it failed then i started reading reviews and there were many many problems like this before which I didn’t expect from google and after calling customer care two times my money reached but after 4 days and i wanted to transfer that money immediately so this app is not reliable i was lucky that they solved problem in 4 days but i read other reviews where they are waiting from two months so i think it’s not safe to transfer big amount from this app. if it’s small you can bare the loss but for example in my case it was 22 thousand so i was very worried imagine if it was 70k or 1 lakh so either google should solve this problem or guys don’t use this app for big amounts i had very bad 4 days,1,FALSE,payment failed,Nishy2207,
09-12-2018 07:47,"Worst application every with the worst customer support ever that I have seen ! 

I have done a transaction with them on 17th November and that transactions has been on hold for about a week and then I get a message stating it failed. The money was deducted on 19th itself from my account. I have kept calling them for a solution but it’s of no use , they just keep telling we will sort it out in 7 days and you will get the money in 7 days and that 7 days is never ending Everytym I call them they have the same dialogue 7 days - 7 days - 7 days ... 

Worst thing is that they don’t even have any official email ID’s on which we can complaint on . When I asked for the EMAIL id this female Zoail says I can’t share my personal Information!!! Working in a customer support asking for the EMAIL ID she tells I can’t give you my personal details!! How in this world the official Email ID a personal information ??

Now they say we don’t know where your money is !! It’s not us !!! 

Highly doubtful about their existence!! 
Worst that an government platform.",1,FALSE,Don’t trust this application ! They can take your money and run away any time !!,Tirumala Jain,
29-11-2018 10:50,"I tried many times i failed to create andI also  contact to google play support team but my problem is not solve.!
Please help me actually  i spent 15-16rs just for number verification by banks and google pay beacuse installing reinstalling problem more than a past week i suffer such problem please help me out from this stuck😞😞😞 i recent get otp which too late to get and no to verify please help me or suggest otherwise I wolud remove this app and never install again whole of my life🙏🙏🙏🙏",5,FALSE,Problem while creating upi otp not getting,SaCHiN SiNGH 050997,
07-07-2018 10:40,"I paid a friend for ₹500 and the app reported that the transfer failed. I tried it twice again and it still reported the same. But it turned out that my friend had actually got ₹1500 and it was cut from my linked account. If this happened when I was transferring to a merchant, it would have been a nightmare. 

Also, I don’t a notification when I select Tez as the payment option on third party sites (like Dominos) and there is no page in the app to get to see payment requests from merchants. On the other hand, Tez is pretty happy to use push notifications for self promotion!",3,FALSE,Unreliable and needs UX improvements,ansujay,
07-09-2018 10:23,"I never expected from a giant like google to lag so much in a small technical problem. My mobile number starts with the digit “6” and unfortunately this Tez app can’t recognise my mobile number. Every time I try to sign in, it shows invalid mobile number. When I went through various website, I found that people are complaining about the same problem for one year now. And it seems that google is not at all serious. Still hoping.. kindly resolve asap",5,FALSE,Mobile number showing invalid,Shivamit,
10-12-2018 21:05,"If we make payment before due date the app will show outstanding with due date. I have paid my electricity bill on 21 November 2018 through this app which was having 30 November 2018 due date. till today app shows this bill is outstanding including late payment, notification was popping hence I paid it today and check on electricity website so i come to know that October 2018 bill was paid twice as 1st payment done 21 November 2018 and 2nd payment done on 11 December 2018.",5,FALSE,Paid bill showing outstanding,HappyAAN,
16-11-2018 04:14,"Thanks for this amazing App. I enjoyed getting Cashbacks at first but now it’s just “Better Luck Next Time” is what I’m getting. Anyways, appreciate the access of multiple bank accounts under single platform, but it really impending that one cannot transfer the funds of own linked accounts. It is really useful to be able to reallocate the funds among different accounts . So, I would appreciate profoundly to get this feature in future updates. Thank You.",5,FALSE,Simple & Reliable,Spark Gibson,
18-06-2018 05:20,"I was a user of this application, few days back I updated Tez app. Its looks like there's a serious flaw / bug in Tez application. Automatically ₹2000 from my account got transferred to someone’s account. I contacted Tez and reported this issue. The only answer from Tez was this is not possible in our app you should contact to bank for further process. I asked them to give me some details about transaction and they said we can’t give these details. Really worst support from Tez. Trying to follow up them but no answer from them.  Interestingly the money got deducted from the persons account automatically but was not deposited in my account. It means the transaction was correct.",1,FALSE,Big security issue. Auto transaction,Ajay Punekar,
01-04-2018 06:55,"I have tried to pay my electricity bill on 12th march 2017 but the transaction got failed ,money gone from my bank account, bill didn’t paid. From then its been more than 15 days & i still didn’t received my money. I also raised the dispute at that time but it is still of no use. What you guys are upto ?? I also sent an email for this but there is not even a single reply from your side. Do you enjoying customer getting irritated for their money which you didn’t even care about. I am feeling disgusted now and not going to use your app any more if i didnt receive my money back.",1,FALSE,Transaction failed and money left my account still didn’t received it,ShriPrateek,
03-11-2018 13:56,"Based on average reviews it is cleared that Do not use google pay for third party transactions like bills tickets and all. 

I am a frequent user of bank-to-bank transactions. But will think twice before making any 5-6 digits payment through this app based on reviews about poor after service. 

Also you should improve algorithms of scratch coupons. The higher the transactions you make through app the lesser the chances of getting filled coupons. (It should be reversed)",3,FALSE,Rating 3 for bank-to-bank transactions only,Ronak_Namsha,
03-04-2018 01:05,"I was a user of this application, few days back I processed I transaction and I showed up that it failed, so I had processed it once again, however the one which got failed also got processed, without any confirmation later, their is big time technical bug in this application, which may lead to artificial transaction happening and the user are loosing their money 
After discussion with TEZ app team, they say we are just a platform and doesn’t wants to take any onus of the bug in their application, so i recommend all to uninstall this app, if you don’t wanna loose your money on this risk, Thanks",1,FALSE,"Worst app, payment processed even after failing",Deepak ARORA,
31-08-2018 03:03,I am using TEZ for a long time and it’s been a great help using the app when compared from others. I am looking forward to use this app to all different kinds of transactions which people do everyday. App saves a lot of time and I completely transparent in terms of uses. It’s easy to use and most importantly it’s a lot safe app when compared to others apps from the market.,5,FALSE,Creative bank,Prat-01,
12-11-2018 05:25,"Google Pay has an issue with recharges and bill payments. Almost every recharge transaction occurs twice with the first one failing. However, the money gets debited from the account and there is no message of any refund. Calling their customer service is another big hassle with none of them being available to speak despite repeated calls and 10+ minutes of waiting time. 
Didn’t expect such service from Google",3,FALSE,Problem with recharges and bill payments,ThomasC_7,
23-10-2018 13:05,"The application Is working good but we want an update from an electricity billing section. There are so many suggestions in  electricity bill payments. But  we want ND
(NORTHERN POWER) for TELANGANA DISTRICT. I already sent a feedback through my mail but i didn’t receive any feedback, that’s fine .
 It will be easy to us to pay a electricity bill if you update the application.
Please update the application for us and let us know. Thankyou.",5,FALSE,ELECTRICITY BILL,PATWEKAR SAI KRISHNA,
11-10-2018 06:20,It’s awesome when it works but when it doesn’t you don’t have an easy solution. My bank doesn’t take responsibility and they say that the money will get credited back but it’s been more than 10 working days since the transaction failed. Maybe it’s 15 working days but that’s not at all fair for something that takes your money out in a fraction of a second.,4,FALSE,>10k transaction lost for more than 10 days,UnhappyPaytmUser,
26-07-2018 06:25,"This app worked without a problem for my old number which started with 9 (Airtel). When I changed my mobile number, the app without any confirmation decides that the entered mobile number is invalid. That’s just cause it starts with 6 (Jio).
I have no problem with the app, only with the customer service.
The problem is very very simple to rectify, yet it has been almost a month since I have reported the issue and yet no action has been taken.",3,FALSE,Mobile number invalid,nordicseagod,
20-12-2018 13:17,"Dear Google pay team it's very pathetic.. the way you people is treating to customers is horible past 4 days I was trying this I am unable to access my account pls get it resolve as soon as possible 

I hope at least someone look into this and resolve issues.  and pls  provide any helpline  contact number for queries...",5,FALSE,Pathetic service provider never seen a such a worst people,kesavulu @,
01-08-2018 03:19,"Its a good app, used to get cashbacks when I first started using it but now even though I get scratch cards I don’t get any cashbacks, feel cheated, just to lure me into using it cashbacks were given but now I don’t get any, also when I refer this app to others and they try to install it it takes eternity to link the bank accounts....disappointed",5,FALSE,Good App but cashbacks have stopped,JPSonja87,
27-04-2018 05:21,"In the past 2 weeks I’ve had to login and setup my accounts more than 3 times, each instances having to send sms for authenticating with the bank. Can you please check why this is happening. It’s really frustrating having to the setup almost every time I am trying to transfer or receive money. And also the transactions seems to taking a long time to load or an additional refresh.",3,FALSE,Frequently have to login and setup accounts,Lijo11235364,
24-04-2018 05:03,"The accounts are getting unlinked every time I update the app. This issue is observed with version 11.0 and it’s previous version.
When this happened for the first time, I thought it might be for security reasons. But it repeated for the second time as well.
This unliking feature/issue is not so friendly for the user. Please fix this, else the users will be worried to update the app.",4,FALSE,Account unlinked after updating,ArunKL,
12-10-2018 03:38,"Hi i have been using this app for money transfers to my friends, family , for paying utilities etc. but i can see that larger amount are not being sent and getting failed when made through this app. This is the third time i tried to make a payment for 2000 and it failed. Please look into it otherwise the app is excellent and has no issues whatsoever. Simple and easy to use.",4,FALSE,Good but need fixes,Avinash Pakala,
05-09-2018 14:33,"This is something paying your dues and also getting reward, this is truly awesome thanks google team because of you people we have everything on a tip of our finger 
If we need anything ask google and now we are getting rewards for making payment

Thanks to google team for your innovative ideas",5,FALSE,Lovely very much rewarding,vinayak bhosle,
04-07-2018 04:38,No more cash back on transactions? Why!? Have done transaction more than 10k and always better luck next time. This wasn’t the issue when you introduced the app. Paid my bills also. If this was a marketing strategy then good! You succeeded ! But thanks I’m uninstalling the app as cash back on paytm is legit. Will do my transactions from there.,5,FALSE,Cash back!,abr1991,
